h1          7.4488633415E-01
h2          1.4451075233E-05
he3         4.1786504803E-05
he4         2.5172964690E-01
li7         1.6599146666E-09
be7         0.0000000000E+00
be9         2.8410894713E-11
be10        0.0000000000E+00
b8          7.1208139393E-10
c12         4.2014035651E-04
c13         4.7064529553E-06
n13         0.0000000000E+00
n14         1.2399544284E-04
n15         4.5586514112E-07
o14         0.0000000000E+00
o15         0.0000000000E+00
o16         1.6283039069E-03
o17         6.0716925884E-07
o18         3.2650037241E-06
f17         0.0000000000E+00
f18         0.0000000000E+00
f19         9.0652707487E-08
ne18        0.0000000000E+00
ne19        0.0000000000E+00
ne20        3.3250289758E-04
ne21        7.9706450055E-07
ne22        2.4448916083E-05
na21        0.0000000000E+00
na22        0.0000000000E+00
na23        5.2504695325E-06
na24        0.0000000000E+00
mg23        0.0000000000E+00
mg24        1.5919974719E-04
mg25        2.0159953807E-05
mg26        2.2179375352E-05
al25        0.0000000000E+00
al26        0.0000000000E+00
al27        9.9937907451E-06
si27        0.0000000000E+00
si28        1.7458898095E-04
si29        8.8651303142E-06
si30        5.8439335194E-06
p30         0.0000000000E+00
p31         1.0463031026E-06
s31         1.4967310247E-08
s32         8.3656699122E-05
s33         6.6032251091E-07
s34         3.7110125113E-06
ca40        1.8262907199E-05
ti48        8.8858658498E-07
fe56        2.3208551348E-04
zn64        4.2057544852E-05
